Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Month Name,Hour(Order Time),diff_order_delivery,Hour(Delivery Time),Price (INR),Order_Amount,Day_of_order,Day_of_delivery,Revenue
971,C027,47,1,02-03-2023,04:02:13,10-03-2023,19:17:36,Sultan Pur Majra,Holi,March,4,8,19,1638,1638,Thursday,Friday,1638
975,C077,62,2,04-03-2023,00:26:32,12-03-2023,08:03:42,Sultan Pur Majra,Holi,March,0,8,8,1356,2712,Saturday,Sunday,2712
977,C005,47,2,05-03-2023,12:33:31,07-03-2023,23:39:44,Rajpur Sonarpur,Holi,March,12,2,23,1638,3276,Sunday,Tuesday,3276
6,C040,28,4,20-08-2023,22:11:35,26-08-2023,19:06:46,Sirsa,Raksha Bandhan,August,22,6,19,1778,7112,Sunday,Saturday,7112
9,C044,27,4,20-08-2023,23:39:51,29-08-2023,23:59:54,Rajkot,Raksha Bandhan,August,23,9,23,548,2192,Sunday,Tuesday,2192
27,C063,9,2,22-08-2023,11:16:28,30-08-2023,07:59:12,Raipur,Raksha Bandhan,August,11,8,7,1605,3210,Tuesday,Wednesday,3210
52,C023,9,1,29-08-2023,19:55:22,07-09-2023,04:22:02,Hospet,Raksha Bandhan,August,19,9,4,1605,1605,Tuesday,Thursday,1605
53,C045,9,5,20-08-2023,08:25:45,27-08-2023,05:59:31,Kozhikode,Raksha Bandhan,August,8,7,5,1605,8025,Sunday,Sunday,8025
71,C013,9,5,20-08-2023,16:32:06,28-08-2023,13:31:32,Karnal,Raksha Bandhan,August,16,8,13,1605,8025,Sunday,Monday,8025
15,C069,21,5,26-08-2023,02:52:39,30-08-2023,13:26:45,Pune,Raksha Bandhan,August,2,4,13,1561,7805,Saturday,Wednesday,7805
68,C050,34,4,25-08-2023,22:43:58,31-08-2023,21:31:14,Ahmedabad,Raksha Bandhan,August,22,6,21,1335,5340,Friday,Thursday,5340
83,C036,27,4,23-08-2023,19:12:01,02-09-2023,14:44:00,Asansol,Raksha Bandhan,August,19,10,14,548,2192,Wednesday,Saturday,2192
117,C033,59,3,20-08-2023,18:50:05,22-08-2023,03:43:01,Loni,Raksha Bandhan,August,18,2,3,811,2433,Sunday,Tuesday,2433
145,C055,59,5,29-08-2023,16:52:56,03-09-2023,13:04:25,Kumbakonam,Raksha Bandhan,August,16,5,13,811,4055,Tuesday,Sunday,4055
150,C092,27,5,26-08-2023,07:18:17,29-08-2023,16:56:13,Bidar,Raksha Bandhan,August,7,3,16,548,2740,Saturday,Tuesday,2740
162,C050,55,3,27-08-2023,06:14:31,05-09-2023,15:53:45,Barasat,Raksha Bandhan,August,6,9,15,1904,5712,Sunday,Tuesday,5712
180,C058,55,2,24-08-2023,16:40:33,27-08-2023,08:45:14,Nellore,Raksha Bandhan,August,16,3,8,1904,3808,Thursday,Sunday,3808
192,C060,64,5,20-08-2023,12:28:32,21-08-2023,02:11:18,Vijayanagaram,Raksha Bandhan,August,12,1,2,1878,9390,Sunday,Monday,9390
201,C004,55,4,24-08-2023,04:40:14,30-08-2023,03:52:28,Dewas,Raksha Bandhan,August,4,6,3,1904,7616,Thursday,Wednesday,7616
203,C039,9,5,29-08-2023,05:39:00,08-09-2023,22:40:14,Vijayanagaram,Raksha Bandhan,August,5,10,22,1605,8025,Tuesday,Friday,8025
217,C042,53,4,27-08-2023,03:04:34,30-08-2023,16:42:19,Rajkot,Raksha Bandhan,August,3,3,16,1672,6688,Sunday,Wednesday,6688
221,C076,28,4,21-08-2023,02:11:04,30-08-2023,14:00:35,Naihati,Raksha Bandhan,August,2,9,14,1778,7112,Monday,Wednesday,7112
224,C028,34,1,24-08-2023,21:01:58,29-08-2023,02:06:40,Suryapet,Raksha Bandhan,August,21,5,2,1335,1335,Thursday,Tuesday,1335
230,C053,64,3,27-08-2023,08:27:50,01-09-2023,01:35:49,Mehsana,Raksha Bandhan,August,8,5,1,1878,5634,Sunday,Friday,5634
231,C093,64,3,24-08-2023,09:15:18,28-08-2023,21:13:01,Proddatur,Raksha Bandhan,August,9,4,21,1878,5634,Thursday,Monday,5634
232,C044,28,3,22-08-2023,12:06:09,23-08-2023,09:00:02,Nadiad,Raksha Bandhan,August,12,1,9,1778,5334,Tuesday,Wednesday,5334
233,C098,64,4,26-08-2023,22:15:19,30-08-2023,04:07:39,Nizamabad,Raksha Bandhan,August,22,4,4,1878,7512,Saturday,Wednesday,7512
237,C024,55,1,26-08-2023,09:23:53,30-08-2023,08:19:20,Sasaram,Raksha Bandhan,August,9,4,8,1904,1904,Saturday,Wednesday,1904
239,C088,27,3,29-08-2023,08:33:45,06-09-2023,13:23:08,Gurgaon,Raksha Bandhan,August,8,8,13,548,1644,Tuesday,Wednesday,1644
242,C012,21,1,23-08-2023,10:24:46,31-08-2023,16:02:32,Amroha,Raksha Bandhan,August,10,8,16,1561,1561,Wednesday,Thursday,1561
257,C077,21,3,22-08-2023,15:42:59,24-08-2023,22:39:39,Chinsurah,Raksha Bandhan,August,15,2,22,1561,4683,Tuesday,Thursday,4683
270,C084,21,5,22-08-2023,20:21:29,01-09-2023,16:03:59,Avadi,Raksha Bandhan,August,20,10,16,1561,7805,Tuesday,Friday,7805
277,C062,34,5,23-08-2023,19:16:40,29-08-2023,15:50:18,Bhilai,Raksha Bandhan,August,19,6,15,1335,6675,Wednesday,Tuesday,6675
288,C035,34,2,21-08-2023,15:58:58,23-08-2023,20:42:36,Ballia,Raksha Bandhan,August,15,2,20,1335,2670,Monday,Wednesday,2670
312,C044,9,1,22-08-2023,18:27:36,27-08-2023,06:01:14,Akola,Raksha Bandhan,August,18,5,6,1605,1605,Tuesday,Sunday,1605
319,C044,64,1,20-08-2023,06:23:07,26-08-2023,22:44:23,Bikaner,Raksha Bandhan,August,6,6,22,1878,1878,Sunday,Saturday,1878
325,C091,27,5,25-08-2023,18:30:45,04-09-2023,20:02:37,Amritsar,Raksha Bandhan,August,18,10,20,548,2740,Friday,Monday,2740
326,C088,34,3,27-08-2023,15:39:05,03-09-2023,15:33:32,Panchkula,Raksha Bandhan,August,15,7,15,1335,4005,Sunday,Sunday,4005
330,C059,59,2,24-08-2023,20:25:09,01-09-2023,12:26:20,Shahjahanpur,Raksha Bandhan,August,20,8,12,811,1622,Thursday,Friday,1622
334,C066,53,1,28-08-2023,21:19:46,01-09-2023,22:03:03,Patiala,Raksha Bandhan,August,21,4,22,1672,1672,Monday,Friday,1672
336,C069,53,1,20-08-2023,04:32:24,25-08-2023,19:54:17,Tiruchirappalli,Raksha Bandhan,August,4,5,19,1672,1672,Sunday,Friday,1672
338,C087,21,3,20-08-2023,14:15:51,28-08-2023,01:34:07,Panchkula,Raksha Bandhan,August,14,8,1,1561,4683,Sunday,Monday,4683
341,C028,9,2,20-08-2023,14:54:35,30-08-2023,22:32:13,Ongole,Raksha Bandhan,August,14,10,22,1605,3210,Sunday,Wednesday,3210
344,C020,28,5,29-08-2023,17:06:22,03-09-2023,06:28:07,Tiruvottiyur,Raksha Bandhan,August,17,5,6,1778,8890,Tuesday,Sunday,8890
347,C034,34,2,29-08-2023,09:46:21,08-09-2023,08:37:09,Shimoga,Raksha Bandhan,August,9,10,8,1335,2670,Tuesday,Friday,2670
352,C080,28,1,23-08-2023,23:49:45,02-09-2023,09:14:52,Bellary,Raksha Bandhan,August,23,10,9,1778,1778,Wednesday,Saturday,1778
353,C089,55,2,21-08-2023,09:43:27,24-08-2023,14:12:14,Korba,Raksha Bandhan,August,9,3,14,1904,3808,Monday,Thursday,3808
358,C040,55,1,20-08-2023,16:53:29,25-08-2023,13:30:37,Secunderabad,Raksha Bandhan,August,16,5,13,1904,1904,Sunday,Friday,1904
377,C013,55,4,26-08-2023,08:34:06,31-08-2023,11:47:09,Ghaziabad,Raksha Bandhan,August,8,5,11,1904,7616,Saturday,Thursday,7616
401,C089,9,5,29-08-2023,19:53:33,04-09-2023,07:19:07,Bharatpur,Raksha Bandhan,August,19,6,7,1605,8025,Tuesday,Monday,8025
404,C055,21,5,22-08-2023,07:55:20,24-08-2023,22:27:19,South Dumdum,Raksha Bandhan,August,7,2,22,1561,7805,Tuesday,Thursday,7805
406,C049,55,4,25-08-2023,15:59:17,02-09-2023,06:23:53,Srikakulam,Raksha Bandhan,August,15,8,6,1904,7616,Friday,Saturday,7616
413,C050,59,5,22-08-2023,05:32:17,30-08-2023,20:21:11,Amritsar,Raksha Bandhan,August,5,8,20,811,4055,Tuesday,Wednesday,4055
418,C069,64,3,24-08-2023,13:17:22,01-09-2023,11:37:10,Karimnagar,Raksha Bandhan,August,13,8,11,1878,5634,Thursday,Friday,5634
422,C044,53,2,20-08-2023,03:03:58,29-08-2023,04:05:39,Eluru,Raksha Bandhan,August,3,9,4,1672,3344,Sunday,Tuesday,3344
429,C007,9,5,22-08-2023,22:46:57,31-08-2023,12:43:52,Bahraich,Raksha Bandhan,August,22,9,12,1605,8025,Tuesday,Thursday,8025
430,C045,27,2,27-08-2023,07:20:30,31-08-2023,10:03:32,Rourkela,Raksha Bandhan,August,7,4,10,548,1096,Sunday,Thursday,1096
435,C017,53,4,22-08-2023,17:27:30,27-08-2023,12:35:14,Mira-Bhayandar,Raksha Bandhan,August,17,5,12,1672,6688,Tuesday,Sunday,6688
437,C010,55,1,24-08-2023,06:30:47,27-08-2023,22:56:38,Uluberia,Raksha Bandhan,August,6,3,22,1904,1904,Thursday,Sunday,1904
438,C037,34,2,26-08-2023,09:27:17,27-08-2023,03:18:31,Tadepalligudem,Raksha Bandhan,August,9,1,3,1335,2670,Saturday,Sunday,2670
453,C032,27,2,21-08-2023,10:11:39,31-08-2023,12:28:21,Varanasi,Raksha Bandhan,August,10,10,12,548,1096,Monday,Thursday,1096
465,C029,55,5,23-08-2023,23:46:12,26-08-2023,13:29:11,Madurai,Raksha Bandhan,August,23,3,13,1904,9520,Wednesday,Saturday,9520
467,C056,53,1,28-08-2023,14:18:44,02-09-2023,15:20:11,Gandhidham,Raksha Bandhan,August,14,5,15,1672,1672,Monday,Saturday,1672
483,C007,59,2,28-08-2023,06:25:03,31-08-2023,05:06:02,Pallavaram,Raksha Bandhan,August,6,3,5,811,1622,Monday,Thursday,1622
488,C025,21,4,28-08-2023,22:13:30,29-08-2023,05:26:49,Nizamabad,Raksha Bandhan,August,22,1,5,1561,6244,Monday,Tuesday,6244
497,C081,64,2,29-08-2023,20:14:01,01-09-2023,04:42:56,Alwar,Raksha Bandhan,August,20,3,4,1878,3756,Tuesday,Friday,3756
499,C031,59,1,27-08-2023,12:09:20,02-09-2023,10:03:32,Ichalkaranji,Raksha Bandhan,August,12,6,10,811,811,Sunday,Saturday,811
503,C020,34,1,29-08-2023,20:45:45,06-09-2023,07:49:54,Dehri,Raksha Bandhan,August,20,8,7,1335,1335,Tuesday,Wednesday,1335
506,C058,55,4,27-08-2023,08:52:04,02-09-2023,11:43:24,Thrissur,Raksha Bandhan,August,8,6,11,1904,7616,Sunday,Saturday,7616
528,C001,27,3,27-08-2023,05:01:16,30-08-2023,17:03:43,Tirunelveli,Raksha Bandhan,August,5,3,17,548,1644,Sunday,Wednesday,1644
529,C013,64,2,25-08-2023,15:47:28,28-08-2023,14:05:18,Madurai,Raksha Bandhan,August,15,3,14,1878,3756,Friday,Monday,3756
531,C029,28,5,29-08-2023,13:32:08,07-09-2023,08:43:11,Dehradun,Raksha Bandhan,August,13,9,8,1778,8890,Tuesday,Thursday,8890
536,C048,59,3,25-08-2023,15:14:52,30-08-2023,11:13:10,Kota,Raksha Bandhan,August,15,5,11,811,2433,Friday,Wednesday,2433
545,C083,9,5,20-08-2023,01:54:52,26-08-2023,08:07:19,Ratlam,Raksha Bandhan,August,1,6,8,1605,8025,Sunday,Saturday,8025
549,C021,64,1,22-08-2023,19:29:43,01-09-2023,02:29:10,Erode,Raksha Bandhan,August,19,10,2,1878,1878,Tuesday,Friday,1878
558,C091,64,3,22-08-2023,00:42:58,25-08-2023,00:24:52,Muzaffarpur,Raksha Bandhan,August,0,3,0,1878,5634,Tuesday,Friday,5634
569,C027,53,2,28-08-2023,14:00:43,04-09-2023,17:56:22,Purnia,Raksha Bandhan,August,14,7,17,1672,3344,Monday,Monday,3344
576,C074,53,4,20-08-2023,07:04:37,26-08-2023,08:01:59,Aurangabad,Raksha Bandhan,August,7,6,8,1672,6688,Sunday,Saturday,6688
584,C089,34,2,23-08-2023,07:39:30,27-08-2023,16:10:28,Eluru,Raksha Bandhan,August,7,4,16,1335,2670,Wednesday,Sunday,2670
586,C068,64,5,27-08-2023,21:04:38,04-09-2023,16:30:39,Bilaspur,Raksha Bandhan,August,21,8,16,1878,9390,Sunday,Monday,9390
599,C004,34,1,21-08-2023,19:32:24,24-08-2023,12:13:52,Naihati,Raksha Bandhan,August,19,3,12,1335,1335,Monday,Thursday,1335
608,C030,55,5,28-08-2023,20:30:15,01-09-2023,07:14:20,Etawah,Raksha Bandhan,August,20,4,7,1904,9520,Monday,Friday,9520
611,C056,28,2,22-08-2023,21:17:50,28-08-2023,03:27:30,Latur,Raksha Bandhan,August,21,6,3,1778,3556,Tuesday,Monday,3556
615,C020,28,3,25-08-2023,21:11:09,01-09-2023,06:10:16,Allahabad,Raksha Bandhan,August,21,7,6,1778,5334,Friday,Friday,5334
621,C070,64,3,20-08-2023,07:17:03,28-08-2023,01:32:49,Ahmedabad,Raksha Bandhan,August,7,8,1,1878,5634,Sunday,Monday,5634
624,C024,53,5,29-08-2023,09:19:59,01-09-2023,08:29:54,Ambala,Raksha Bandhan,August,9,3,8,1672,8360,Tuesday,Friday,8360
629,C032,28,5,27-08-2023,09:09:01,04-09-2023,15:31:23,Sangli-Miraj & Kupwad,Raksha Bandhan,August,9,8,15,1778,8890,Sunday,Monday,8890
636,C067,53,2,25-08-2023,07:18:26,02-09-2023,03:33:45,Panipat,Raksha Bandhan,August,7,8,3,1672,3344,Friday,Saturday,3344
640,C089,59,3,23-08-2023,06:16:51,31-08-2023,19:07:21,Bathinda,Raksha Bandhan,August,6,8,19,811,2433,Wednesday,Thursday,2433
647,C069,21,5,25-08-2023,17:00:25,26-08-2023,01:29:04,Anantapuram,Raksha Bandhan,August,17,1,1,1561,7805,Friday,Saturday,7805
652,C032,21,2,28-08-2023,19:41:09,03-09-2023,00:01:31,Phagwara,Raksha Bandhan,August,19,6,0,1561,3122,Monday,Sunday,3122
654,C019,64,2,29-08-2023,04:53:15,02-09-2023,00:41:13,Jhansi,Raksha Bandhan,August,4,4,0,1878,3756,Tuesday,Saturday,3756
658,C061,21,3,22-08-2023,20:54:56,31-08-2023,08:54:06,Srikakulam,Raksha Bandhan,August,20,9,8,1561,4683,Tuesday,Thursday,4683
668,C009,55,2,21-08-2023,10:09:53,30-08-2023,16:32:49,Ajmer,Raksha Bandhan,August,10,9,16,1904,3808,Monday,Wednesday,3808
683,C024,27,3,23-08-2023,21:26:58,30-08-2023,19:25:08,Surendranagar Dudhrej,Raksha Bandhan,August,21,7,19,548,1644,Wednesday,Wednesday,1644
698,C060,64,3,29-08-2023,20:44:11,06-09-2023,15:00:13,Ozhukarai,Raksha Bandhan,August,20,8,15,1878,5634,Tuesday,Wednesday,5634
703,C070,53,4,23-08-2023,16:19:39,01-09-2023,06:12:05,Khammam,Raksha Bandhan,August,16,9,6,1672,6688,Wednesday,Friday,6688
704,C061,55,4,29-08-2023,02:27:10,30-08-2023,13:36:34,Jalgaon,Raksha Bandhan,August,2,1,13,1904,7616,Tuesday,Wednesday,7616
709,C016,53,5,29-08-2023,04:38:05,07-09-2023,17:29:15,Kolkata,Raksha Bandhan,August,4,9,17,1672,8360,Tuesday,Thursday,8360
726,C044,34,2,21-08-2023,19:10:31,31-08-2023,18:54:28,Hindupur,Raksha Bandhan,August,19,10,18,1335,2670,Monday,Thursday,2670
730,C097,59,1,22-08-2023,02:04:03,25-08-2023,22:39:30,Sangli-Miraj & Kupwad,Raksha Bandhan,August,2,3,22,811,811,Tuesday,Friday,811
731,C083,59,5,25-08-2023,12:01:20,02-09-2023,11:02:31,Bulandshahr,Raksha Bandhan,August,12,8,11,811,4055,Friday,Saturday,4055
741,C072,53,5,23-08-2023,12:47:09,01-09-2023,21:37:19,Siwan,Raksha Bandhan,August,12,9,21,1672,8360,Wednesday,Friday,8360
742,C089,53,5,24-08-2023,19:50:07,26-08-2023,15:58:06,Panchkula,Raksha Bandhan,August,19,2,15,1672,8360,Thursday,Saturday,8360
769,C029,28,2,25-08-2023,09:37:39,02-09-2023,20:10:20,Ongole,Raksha Bandhan,August,9,8,20,1778,3556,Friday,Saturday,3556
771,C056,9,2,26-08-2023,17:00:07,01-09-2023,10:54:16,Vijayanagaram,Raksha Bandhan,August,17,6,10,1605,3210,Saturday,Friday,3210
783,C024,55,5,28-08-2023,04:31:27,29-08-2023,05:10:51,Visakhapatnam,Raksha Bandhan,August,4,1,5,1904,9520,Monday,Tuesday,9520
787,C069,9,1,25-08-2023,21:42:12,27-08-2023,14:10:59,Ambarnath,Raksha Bandhan,August,21,2,14,1605,1605,Friday,Sunday,1605
788,C099,53,3,24-08-2023,04:58:58,27-08-2023,08:56:52,Durgapur,Raksha Bandhan,August,4,3,8,1672,5016,Thursday,Sunday,5016
808,C002,9,2,29-08-2023,15:36:39,30-08-2023,10:11:21,Raurkela Industrial Township,Raksha Bandhan,August,15,1,10,1605,3210,Tuesday,Wednesday,3210
817,C066,21,2,28-08-2023,05:37:00,01-09-2023,22:05:03,Jalandhar,Raksha Bandhan,August,5,4,22,1561,3122,Monday,Friday,3122
819,C052,55,5,22-08-2023,13:05:23,24-08-2023,01:32:28,Kottayam,Raksha Bandhan,August,13,2,1,1904,9520,Tuesday,Thursday,9520
820,C033,64,3,22-08-2023,05:51:43,26-08-2023,04:52:23,Hapur,Raksha Bandhan,August,5,4,4,1878,5634,Tuesday,Saturday,5634
823,C087,64,3,27-08-2023,15:23:25,01-09-2023,14:52:40,Alappuzha,Raksha Bandhan,August,15,5,14,1878,5634,Sunday,Friday,5634
827,C086,9,1,29-08-2023,22:10:46,30-08-2023,00:51:55,Surendranagar Dudhrej,Raksha Bandhan,August,22,1,0,1605,1605,Tuesday,Wednesday,1605
850,C092,21,4,23-08-2023,23:15:17,25-08-2023,10:31:01,Darbhanga,Raksha Bandhan,August,23,2,10,1561,6244,Wednesday,Friday,6244
856,C077,21,2,27-08-2023,17:40:11,02-09-2023,16:16:50,Kanpur,Raksha Bandhan,August,17,6,16,1561,3122,Sunday,Saturday,3122
873,C027,64,4,26-08-2023,10:57:00,05-09-2023,15:45:27,Nandyal,Raksha Bandhan,August,10,10,15,1878,7512,Saturday,Tuesday,7512
880,C044,34,5,29-08-2023,22:14:26,31-08-2023,04:54:50,Purnia,Raksha Bandhan,August,22,2,4,1335,6675,Tuesday,Thursday,6675
881,C015,28,4,21-08-2023,15:17:42,28-08-2023,12:59:45,New Delhi,Raksha Bandhan,August,15,7,12,1778,7112,Monday,Monday,7112
882,C089,64,2,29-08-2023,05:32:40,08-09-2023,16:14:53,Srikakulam,Raksha Bandhan,August,5,10,16,1878,3756,Tuesday,Friday,3756
886,C045,53,3,21-08-2023,08:23:02,25-08-2023,19:52:35,Nanded,Raksha Bandhan,August,8,4,19,1672,5016,Monday,Friday,5016
897,C031,34,5,25-08-2023,07:53:21,01-09-2023,14:02:50,Dhule,Raksha Bandhan,August,7,7,14,1335,6675,Friday,Friday,6675
901,C043,27,4,22-08-2023,07:55:38,27-08-2023,01:32:30,Deoghar,Raksha Bandhan,August,7,5,1,548,2192,Tuesday,Sunday,2192
908,C090,28,5,22-08-2023,15:51:25,24-08-2023,22:50:08,Ozhukarai,Raksha Bandhan,August,15,2,22,1778,8890,Tuesday,Thursday,8890
910,C066,55,4,26-08-2023,02:03:23,04-09-2023,17:03:10,Kamarhati,Raksha Bandhan,August,2,9,17,1904,7616,Saturday,Monday,7616
912,C062,9,4,29-08-2023,03:09:59,06-09-2023,11:36:14,Ghaziabad,Raksha Bandhan,August,3,8,11,1605,6420,Tuesday,Wednesday,6420
934,C022,27,5,22-08-2023,00:41:04,23-08-2023,08:38:52,Agartala,Raksha Bandhan,August,0,1,8,548,2740,Tuesday,Wednesday,2740
935,C046,27,5,20-08-2023,09:38:15,29-08-2023,17:18:37,Kurnool,Raksha Bandhan,August,9,9,17,548,2740,Sunday,Tuesday,2740
938,C005,59,3,29-08-2023,18:12:49,08-09-2023,01:17:33,Ratlam,Raksha Bandhan,August,18,10,1,811,2433,Tuesday,Friday,2433
939,C084,9,4,20-08-2023,20:55:05,21-08-2023,04:36:14,Bhilai,Raksha Bandhan,August,20,1,4,1605,6420,Sunday,Monday,6420
956,C037,34,5,29-08-2023,04:52:24,03-09-2023,14:53:28,Sagar,Raksha Bandhan,August,4,5,14,1335,6675,Tuesday,Sunday,6675
968,C002,9,2,25-08-2023,23:55:22,01-09-2023,20:24:11,Jaunpur,Raksha Bandhan,August,23,7,20,1605,3210,Friday,Friday,3210
979,C030,9,4,28-08-2023,18:43:04,31-08-2023,20:12:58,Adoni,Raksha Bandhan,August,18,3,20,1605,6420,Monday,Thursday,6420
1000,C012,27,4,25-08-2023,01:22:43,31-08-2023,06:57:59,Tadepalligudem,Raksha Bandhan,August,1,6,6,548,2192,Friday,Thursday,2192
77,C028,42,3,05-08-2023,01:07:11,13-08-2023,16:20:52,Kanpur,All Occasions,August,1,8,16,1744,5232,Saturday,Sunday,5232
82,C038,70,3,04-08-2023,22:02:05,05-08-2023,14:08:13,Gwalior,Birthday,August,22,1,14,866,2598,Friday,Saturday,2598
165,C058,40,5,06-08-2023,13:11:16,10-08-2023,08:37:14,Lucknow,Anniversary,August,13,4,8,1923,9615,Sunday,Thursday,9615
181,C064,10,4,28-08-2023,05:55:22,06-09-2023,04:53:28,Howrah,Birthday,August,5,9,4,259,1036,Monday,Wednesday,1036
193,C038,42,4,16-08-2023,23:44:29,19-08-2023,02:34:02,Nanded,All Occasions,August,23,3,2,1744,6976,Wednesday,Saturday,6976
196,C063,30,2,05-08-2023,09:37:50,13-08-2023,08:58:06,Begusarai,Anniversary,August,9,8,8,751,1502,Saturday,Sunday,1502
198,C090,24,2,27-08-2023,22:33:37,04-09-2023,01:09:50,Phagwara,Birthday,August,22,8,1,535,1070,Sunday,Monday,1070
199,C093,70,5,16-08-2023,01:54:30,19-08-2023,16:24:59,Bareilly,Birthday,August,1,3,16,866,4330,Wednesday,Saturday,4330
268,C053,38,1,14-08-2023,07:45:59,23-08-2023,16:53:30,Katni,Birthday,August,7,9,16,562,562,Monday,Wednesday,562
284,C057,17,1,10-08-2023,16:13:04,16-08-2023,11:21:57,Aurangabad,Anniversary,August,16,6,11,1899,1899,Thursday,Wednesday,1899
289,C018,30,4,29-08-2023,23:40:01,06-09-2023,02:50:06,Imphal,Anniversary,August,23,8,2,751,3004,Tuesday,Wednesday,3004
300,C032,22,1,29-08-2023,19:20:05,08-09-2023,18:25:16,Tinsukia,All Occasions,August,19,10,18,1639,1639,Tuesday,Friday,1639
310,C061,38,3,20-08-2023,12:24:22,24-08-2023,15:42:48,Bhalswa Jahangir Pur,Birthday,August,12,4,15,562,1686,Sunday,Thursday,1686
329,C095,17,3,26-08-2023,02:22:03,04-09-2023,03:08:52,Nashik,Anniversary,August,2,9,3,1899,5697,Saturday,Monday,5697
369,C014,63,3,07-08-2023,07:23:44,15-08-2023,04:28:30,Jammu,All Occasions,August,7,8,4,1348,4044,Monday,Tuesday,4044
421,C066,38,4,08-08-2023,20:16:30,12-08-2023,19:04:00,Serampore,Birthday,August,20,4,19,562,2248,Tuesday,Saturday,2248
481,C044,12,5,21-08-2023,00:00:53,25-08-2023,18:36:25,Bhiwandi,Anniversary,August,0,4,18,672,3360,Monday,Friday,3360
489,C072,10,1,28-08-2023,22:26:56,02-09-2023,04:30:46,Kirari Suleman Nagar,Birthday,August,22,5,4,259,259,Monday,Saturday,259
495,C007,20,1,28-08-2023,17:42:29,29-08-2023,22:51:31,Pimpri-Chinchwad,Anniversary,August,17,1,22,697,697,Monday,Tuesday,697
524,C084,45,1,15-08-2023,13:54:54,22-08-2023,12:29:47,Jalandhar,Birthday,August,13,7,12,722,722,Tuesday,Tuesday,722
530,C008,5,2,19-08-2023,10:45:21,27-08-2023,00:23:56,Delhi,All Occasions,August,10,8,0,1444,2888,Saturday,Sunday,2888
553,C084,39,2,22-08-2023,01:22:41,26-08-2023,07:43:27,Alwar,All Occasions,August,1,4,7,387,774,Tuesday,Saturday,774
560,C019,39,2,04-08-2023,12:52:20,09-08-2023,09:50:53,Avadi,All Occasions,August,12,5,9,387,774,Friday,Wednesday,774
562,C066,24,4,09-08-2023,09:18:20,16-08-2023,01:34:07,Ranchi,Birthday,August,9,7,1,535,2140,Wednesday,Wednesday,2140
692,C035,15,2,11-08-2023,07:04:55,18-08-2023,06:44:37,Tiruppur,Anniversary,August,7,7,6,1488,2976,Friday,Friday,2976
716,C076,40,3,19-08-2023,23:18:12,26-08-2023,01:39:58,Berhampore,Anniversary,August,23,7,1,1923,5769,Saturday,Saturday,5769
764,C039,65,3,01-08-2023,19:59:36,05-08-2023,09:24:36,Berhampur,All Occasions,August,19,4,9,1895,5685,Tuesday,Saturday,5685
855,C033,57,5,07-08-2023,23:50:11,17-08-2023,20:15:43,Allahabad,Birthday,August,23,10,20,1582,7910,Monday,Thursday,7910
866,C021,15,5,10-08-2023,20:06:37,11-08-2023,08:02:41,Medininagar,Anniversary,August,20,1,8,1488,7440,Thursday,Friday,7440
868,C099,32,1,22-08-2023,01:01:17,30-08-2023,10:09:12,Anand,Birthday,August,1,8,10,1792,1792,Tuesday,Wednesday,1792
889,C050,36,3,16-08-2023,23:06:44,18-08-2023,10:05:02,Bangalore,Birthday,August,23,2,10,203,609,Wednesday,Friday,609
969,C004,42,4,30-08-2023,22:56:34,03-09-2023,03:22:59,Khammam,All Occasions,August,22,4,3,1744,6976,Wednesday,Sunday,6976
984,C058,65,1,03-08-2023,22:31:02,07-08-2023,16:39:11,Ballia,All Occasions,August,22,4,16,1895,1895,Thursday,Monday,1895
48,C031,65,4,12-11-2023,20:00:30,16-11-2023,05:31:42,Delhi,All Occasions,November,20,4,5,1895,7580,Sunday,Thursday,7580
99,C050,38,3,04-11-2023,14:00:46,05-11-2023,15:44:38,Burhanpur,Birthday,November,14,1,15,562,1686,Saturday,Sunday,1686
113,C032,1,3,14-11-2023,15:30:30,23-11-2023,04:26:47,Bulandshahr,All Occasions,November,15,9,4,1935,5805,Tuesday,Thursday,5805
154,C049,45,5,21-11-2023,23:14:18,25-11-2023,02:04:59,Indore,Birthday,November,23,4,2,722,3610,Tuesday,Saturday,3610
178,C097,61,1,14-11-2023,23:04:31,16-11-2023,02:14:23,Bhilai,Anniversary,November,23,2,2,810,810,Tuesday,Thursday,810
189,C016,57,1,19-11-2023,17:22:19,22-11-2023,13:21:54,Srikakulam,Birthday,November,17,3,13,1582,1582,Sunday,Wednesday,1582
273,C047,10,2,22-11-2023,16:12:35,24-11-2023,01:52:48,Moradabad,Birthday,November,16,2,1,259,518,Wednesday,Friday,518
279,C067,23,4,24-11-2023,09:14:46,26-11-2023,17:51:23,Chinsurah,Anniversary,November,9,2,17,1098,4392,Friday,Sunday,4392
283,C086,23,2,23-11-2023,02:51:34,30-11-2023,18:21:40,Erode,Anniversary,November,2,7,18,1098,2196,Thursday,Thursday,2196
299,C091,8,5,08-11-2023,11:51:21,17-11-2023,13:17:51,Vellore,Anniversary,November,11,9,13,252,1260,Wednesday,Friday,1260
303,C051,14,1,20-11-2023,06:42:57,29-11-2023,07:08:02,Narasaraopet,Birthday,November,6,9,7,1915,1915,Monday,Wednesday,1915
